key,source,translation
refugee_cloud_13_1,The Lord Commander and some Mountain Fort soldiers were here.,ท่านผู้บัญชาการกับทหารป้อมบนภูเขาเคยมาที่นี่
refugee_cloud_13_2,The Lord passed sentence. And they hung someone... Yorick! That's how he died!,ท่านผู้บัญชาการอ่านโทษ แล้วพวกเขาก็แขวนคอใครบางคน... โยริก! เขาตายแบบนี้นี่เอง!
refugee_cloud_13_3,"What the hell... No, they hung two Yoricks!",อะไรกัน... ไม่สิ แขวนคอโยริกสองคน!
refugee_cloud_13_4,Yorick had a twin brother...,โยริกมีฝาแฝด...
refugee_cloud_14_1,"There was a long line here. Cory, Adam, Miller, Merchant, and five others.",มีคนต่อแถวยาวอยู่ตรงนี้ ทั้งคอรี อดัม คนโม่แป้ง พ่อค้า และอีกห้าคน
refugee_cloud_14_2,"All elegantly dressed, with flowers and gifts. Oh, they're here to woo Rose!",ทุกคนแต่งตัวดี ถือดอกไม้กับของขวัญ อ้อ มาจีบโรสกันนี่เอง!
refugee_cloud_14_3,"Shepherd appears, pushes everyone to sides, takes Rose in his hands, kisses her lips, and carries her away.",คนเลี้ยงแกะโผล่มา ผลักทุกคนหลีกทาง อุ้มโรสขึ้นจูบแล้วพาไป
refugee_cloud_15_1,"Lots of swords and armor surround Koukol and Snake, who are bargaining violently.",คูคอลกับสเนกต่อรองกันดุเดือด มีดาบกับเกราะกองอยู่รอบตัว
refugee_cloud_15_2,"A crowd of gypsies comes up, armed with knives. Koukol runs away.",ชาวยิปซีกลุ่มหนึ่งเดินเข้ามาพร้อมมีดในมือ คูคอลวิ่งหนีไป
refugee_cloud_15_3,"Snake and the Gypsy Baron shake hands. Snake takes part of the stuff away, and the gypsies take the rest.",สเนกจับมือกับบารอนยิปซี เขาเอาของไปส่วนหนึ่ง พวกยิปซีเอาที่เหลือไป
refugee_cloud_16_1,"Wow, a whole squad of soldiers was here.  Thirty-three guys in black and orange uniforms.",โห มีทหารมาที่นี่ทั้งกองเลย ชายสามสิบสามคนในเครื่องแบบสีดำกับส้ม
refugee_cloud_16_2,And Inquisitor is with them. He gives them an inspiring speech and sends them to... to capture Clotho?!,ท่านผู้ไต่สวนอยู่ด้วย เขาปราศรัยปลุกใจ แล้วส่งพวกนั้นไป... จับโคลโธ?!
refugee_cloud_16_3,"The Inquisitor waits for an hour, killing mosquitoes and flies with a huge gilded book.",ท่านผู้ไต่สวนรออยู่ชั่วโมงหนึ่ง เอาหนังสือปิดทองเล่มยักษ์ตบยุงกับแมลงวัน
refugee_cloud_16_4,"The Inquisitor departs, accompanied by thirty-three black-and-orange-clad frogs.",ท่านผู้ไต่สวนเดินจากไป พร้อมกบสามสิบสามตัวในชุดดำส้ม
refugee_cloud_17_1,"Tress was napping beside the fire, surrounded by hundreds of origami paper rabbits. Hmm, this was recent, Tress was already old!",เทรสงีบข้างกองไฟ รายล้อมด้วยกระต่ายพับกระดาษหลายร้อยตัว อืม... เพิ่งเกิดไม่นาน เทรสแก่แล้วนี่!
refugee_cloud_17_2,Cory and some man from Town are watching from a distance. The man looks like a doctor.,คอรีกับชายจากเมืองใหญ่ยืนดูห่าง ๆ ชายคนนั้นเหมือนหมอ
refugee_cloud_17_3,"The doctor leaves. Cory suddenly rushes over to Tress, gathers all the rabbits, and throws them into the fire...",แพทย์ออกไป คอรี่รีบวิ่งไปหาเทรส เก็บกระต่ายทั้งหมด และโยนมันเข้าไปในไฟ
refugee_cloud_17_4,"Tress awakens, shouts, and burns his hands trying to save the rabbits from the fire...",เทรสตื่น ร้องตะโกน แล้วมือก็ไหม้ขณะพยายามช่วยกระต่ายจากกองไฟ...
refugee_cloud_18_1,"An astonishingly fat woman carrying a crowbar is looking for someone. Her face is crimson with fury, and she's breathing heavily.",หญิงอ้วนมหึมาถือชะแลงตามหาใครบางคน หน้าแดงก่ำด้วยโทสะ หอบหายใจแรง
refugee_cloud_18_2,"The Lighthouse Keeper is returning to the Lighthouse, singing a funny song. He's carrying a fishing rod and a bucket full of fish.",คนเฝ้าประภาคารกลับบ้าน ฮัมเพลงขำ ๆ ถือคันเบ็ดกับถังปลาเต็มใบ
refugee_cloud_18_3,"He sees the woman, and she sees him. She rushes towards him.",เขาเห็นผู้หญิง และเธอเห็นเขา เธอวิ่งไปหาเขา
refugee_cloud_18_4,"He throws down the rod and bucket, runs towards the cliff, and leaps from it into the sea.",เขาทิ้งคันเบ็ดกับถัง วิ่งไปที่หน้าผาแล้วกระโดดลงทะเล
refugee_cloud_19_1,Miss Charm swims in crystal clear water. What a magnificent sight!,มิสชาร์มว่ายอยู่ในน้ำใสแจ๋ว ช่างเป็นภาพงดงาม!
refugee_cloud_19_2,Vagner watches Miss Charm from the nearby bushes.,วากเนอร์แอบมองมิสชาร์มจากพุ่มไม้ใกล้ ๆ
refugee_cloud_19_3,"Nearly naked, she returns to the beach. Vagner inhales deeply...",แทบจะเปลือยกาย เธอกลับไปที่ชายหาด วากเนอร์หายใจลึกๆ
refugee_cloud_19_4,... and starts writing an inspired poem.,...และเริ่มเขียนบทกวีที่ได้รับแรงบันดาลใจ
refugee_cloud_20_1,"In the center, Beekeeper puts up a mannequin portraying Adam, with targets on his legs and arms.",ตรงกลาง คนเลี้ยงผึ้งตั้งหุ่นจำลองอดัม โดยมีเป้าติดไว้ที่แขนกับขา
refugee_cloud_20_2,Beekeeper strikes a gong. Nothing happens.,คนเลี้ยงผึ้งตีฆ้อง ไม่มีอะไรเกิดขึ้น
refugee_cloud_20_3,"Beekeeper takes the mannequin away, and brings in Dig. He's happily licking a honey-stick, with targets attached to his body.",คนเลี้ยงผึ้งยกหุ่นออก พาดิกเข้ามาแทน เขาเลียน้ำผึ้งที่ติดไม้อย่างสุขใจ มีเป้าติดอยู่ตามตัว
refugee_cloud_21_1,"Koukol puts several pieces of raw meat on the ground, then whistles.",คูคอลวางเนื้อดิบหลายชิ้นบนพื้น แล้วผิวปาก
refugee_cloud_21_2,An old falcon with a broken wing appears from the bushes. He starts swallowing pieces of meat. Koukol smiles kindly.,เหยี่ยวแก่ปีกหักเดินจากพุ่มไม้ มากินเนื้อ คูคอลยิ้มอย่างอ่อนโยน
refugee_cloud_21_3,"Koukol pulls out a sandwich and starts chewing. Before he's done, he throws half his cutlet to the falcon.",คูคอลหยิบแซนด์วิชมากัด ยังไม่ทันหมดก็แบ่งเนื้อทอดครึ่งชิ้นโยนให้เหยี่ยว
refugee_cloud_22_1,"Bishop knocks on Miller's door. Two quick knocks, a pause, three slow knocks, a pause, and two more quick knocks.",บิชอปเคาะประตูบ้านคนโม่แป้ง เคาะเร็วสองครั้ง เว้นจังหวะ เคาะช้าสามครั้ง เว้นจังหวะ แล้วเคาะเร็วอีกสองครั้ง
refugee_cloud_22_2,"After that, he leaves a small bag of gold in front of the door, then goes to wait around the corner.",หลังจากนั้น เขาทิ้งกระเป๋าทองไว้ข้างหน้าประตู แล้วไปรออยู่หลังมุม
refugee_cloud_22_3,"Miller comes out, counts the gold, and takes it, leaving a bottle of whiskey in its place.",คนโม่แป้งออกมานับทองแล้วเอาไป ทิ้งขวดวิสกี้ไว้แทน
refugee_cloud_22_4,"Bishop examines the bottle, puts it on his head, covers it with his hat, and walks away.","บิชอป ตรวจสอบขวด, วางมันบนหัวของเขา, ปิดมันด้วยหมวกของเขา, และเดินออกไป."
refugee_cloud_23_1,Adam displays several very beautiful vases in front of Merchant.,อดัมอวดแจกันงามหลายใบให้พ่อค้าดู
refugee_cloud_23_2,"Merchant examines them thoroughly, frowns, shakes his head, and goes away.",พ่อค้าพินิจอย่างถี่ถ้วน ขมวดคิ้ว ส่ายหน้า แล้วเดินจากไป
refugee_cloud_23_3,"Adam's lower lip shakes. He rushes into his house, and quickly returns with a small rag doll portraying Merchant.",ริมฝีปากล่างอดัมสั่น เขาวิ่งเข้าบ้านแล้วกลับมาพร้อมตุ๊กตาผ้าตัวเล็กรูปพ่อค้า
refugee_cloud_23_4,He takes out a pin and starts desperately stabbing the doll with it.,เขาเอาเข็มออกมา และเริ่มแทงตุ๊กตาอย่างสิ้นหวัง
refugee_cloud_24_1,"Late at night, Beekeeper is holding a torch, showing Krezvold a parchment with the plans for a Bee Gun, Bee Grenades, and Honeyed Goggles.",ยามดึก คนเลี้ยงผึ้งถือคบเพลิง แล้วให้เครซโวลด์ดูแผ่นหนังที่มีแบบแปลนปืนผึ้ง ระเบิดผึ้ง และแว่นตาเคลือบน้ำผึ้ง
refugee_cloud_24_2,"Krezvold thinks and nods. Beekeeper shakes his hand, then places on the ground something wrapped in a blanket.",เครซโวลด์คิดแล้วพยักหน้า คนเลี้ยงผึ้งจับมือเขา วางของที่ห่อผ้าห่มไว้บนพื้น
refugee_cloud_24_3,"After Beekeeper leaves, Krezvold unwraps the blanket, and gently passes his hand over a gilded cuirass, tarnished by rust.",หลังคนเลี้ยงผึ้งจากไป เครซโวลด์คลี่ผ้าห่มออก แล้วลูบเกราะอกชุบทองที่หมองเพราะสนิมอย่างแผ่วเบา
refugee_cloud_25_1,"In the dead of night, three refugees sit around a fire telling scary stories.",ในตอนกลางคืน ผู้ลี้ภัยสามคนนั่งรอบไฟ เล่าเรื่องราวน่ากลัว
refugee_cloud_25_2,They hear a squeal from somewhere nearby! The refugees scramble and run away.,ได้ยินเสียงแหลมจากใกล้ ๆ! ผู้ลี้ภัยแตกตื่นวิ่งหนีกระเจิง
refugee_cloud_25_3,A troubled little hamster passes beside the fire.,แฮมสเตอร์น้อยท่าทางตกใจเดินผ่านข้างกองไฟ
refugee_cloud_26_1,"It is night. Master Alaric talks to Moneylender, who is peeling an apple.",ยามค่ำคืน อาจารย์อลาริกคุยกับเจ้าหนี้ที่กำลังปอกแอปเปิล
refugee_cloud_26_2,"Moneylender accidentally cuts his finger, and a bead of blood appears on his skin.",เจ้าหนี้เผลอบาดนิ้ว มีหยดเลือดผุดขึ้น
refugee_cloud_26_3,"Suddenly, master Alaric grabs his arm and holds it tightly. Then he releases it and quickly withdraws.",จู่ ๆ อาจารย์อลาริกคว้าแขนเขาไว้แน่น แล้วปล่อยมือ รีบถอยออกไป
refugee_cloud_27_1,"In the evening, Cook stirs a pot of soup, then she goes to the tents to talk to Teodoro.",ตอนเย็น แม่ครัวคนซุปในหม้อ แล้วเดินไปที่เต็นท์เพื่อคุยกับเตโอโดโร
refugee_cloud_27_2,"The villager Adam appears from the side of the nearby tent. He places a flower with a pink ribbon near the pot, then quietly departs.",อดัมชาวหมู่บ้านโผล่ข้างเต็นท์ วางดอกไม้ผูกริบบิ้นชมพูไว้ข้างหม้อ แล้วจากไปเงียบ ๆ
refugee_cloud_27_3,"Upon her return, Cook is surprised to discover the flower.",แม่ครัวกลับมา พบดอกไม้ก็ประหลาดใจ
refugee_cloud_27_4,"Then she smiles, slices the flower into tiny parts, and places them in the pot of soup.",แล้วเธอก็ยิ้ม แยกดอกไม้เป็นชิ้นเล็ก ๆ แล้ววางมันไว้ในหม้อซุป
refugee_s61_12_additional,"Bye bye, my dear.",ลาก่อน ที่รัก
task_dlc_refugees_s_ev_d3_aphorisms,Create and send anti-money aphorisms via the contraband box,เขียนสุภาษิตต่อต้านเงินแล้วส่งผ่านกล่องของเถื่อน
task_dlc_refugees_s_ev_d3_faith,Send (faith)5 via the contraband box,ส่ง (faith)5 ผ่านกล่องของเถื่อน
task_dlc_refugees_s_ev_d6_battle_supply,Create and send battle horseshoes and iron unicorn horns via the contraband box.,ทำเกือกม้าศึกกับเขายูนิคอร์นเหล็ก แล้วส่งผ่านกล่องของเถื่อน
task_dlc_refugees_s_ev_d6_pumpkin,Create a magic pumpkin and send it via the contraband box.,ทำฟักทองวิเศษแล้วส่งผ่านกล่องของเถื่อน
task_dlc_refugees_s_ev_d11_cans,"Create 2 cans of white and 2 cans of black paint, and send them via the contraband box",ทำสีขาว 2 กระป๋องและสีดำ 2 กระป๋อง แล้วส่งผ่านกล่องของเถื่อน
task_dlc_refugees_s_ev_d12_jelly,Create 5 Jelly of Incredible Power and send them via the contraband box,ทำเยลลีพลังมหาศาล 5 ชิ้น แล้วส่งผ่านกล่องของเถื่อน
task_dlc_refugees_s_ev_d15_banner,Create a donkey banner and send it via the contraband box,ทำธงลาแล้วส่งผ่านกล่องของเถื่อน
refugee_s80_12,Well... let's put an end to this. Let's go to the Lord Commander.,งั้น... มาจบเรื่องนี้กันเถอะ ไปหาท่านผู้บัญชาการ
refugee_tutorial_1,Ask about <camp development>,สอบถามเกี่ยวกับ <การพัฒนาค่าย>
refugee_tutorial_2,"I can try to explain it. Obviously I'm no specialist, but I've read about such matters.",จะลองอธิบายดู ไม่ใช่ผู้เชี่ยวชาญหรอก แต่เคยอ่านเรื่องพวกนี้
refugee_tutorial_3,There are certain deep mechanisms and parameters involved. Imagine it's a... some tricky game.,มันมีกลไกกับค่าซับซ้อนอยู่เบื้องหลัง ลองคิดว่าเป็น... เกมยุ่งยากสักเกม
refugee_tutorial_4,"And if you understand it that way, why you're halfway there. The rest is pure logic.",เข้าใจแบบนั้นก็มาได้ครึ่งทางแล้ว ที่เหลือใช้เหตุผลล้วน ๆ
refugee_tutorial_5,I'm listening.,ฟังอยู่
refugee_tutorial_6,How does this camp work?,ค่ายนี้ทำงานอย่างไร?
refugee_tutorial_7,About <Camp Quality> (refugee_happiness_slot),เกี่ยวกับ <คุณภาพค่าย> (refugee_happiness_slot)
refugee_tutorial_8,"Oh, that's simple. When you build something useful for our camp, you increase the <Camp Quality> (refugee_happiness_slot).",ง่ายมาก สร้างสิ่งที่มีประโยชน์ในค่าย ก็เพิ่ม <คุณภาพค่าย> (refugee_happiness_slot)
refugee_tutorial_9,About <Satisfaction> (refugee_happiness_filler),เกี่ยวกับ <ความพึงพอใจ> (refugee_happiness_filler)
refugee_tutorial_10,"Well... how to explain this... Speaking scientifically, <Satisfaction> (refugee_happiness_filler) converts <Camp Quality> (refugee_happiness_slot) into <Refugee Happiness> (refugee_happiness).",อืม... จะอธิบายยังไง... ตามหลักวิทยาศาสตร์ <ความพึงพอใจ> (refugee_happiness_filler) เปลี่ยน <คุณภาพค่าย> (refugee_happiness_slot) เป็น <ความสุขผู้ลี้ภัย> (refugee_happiness)
refugee_tutorial_11,"But remember, refugees only produce <Satisfaction> (refugee_happiness_filler) when they have enough food and water!",แต่จำไว้ ผู้ลี้ภัยสร้าง <ความพึงพอใจ> (refugee_happiness_filler) ได้เมื่อมีอาหารและน้ำพอเท่านั้น!
refugee_tutorial_12,"In other words, the more satisfied refugees, the more <Satisfaction> (refugee_happiness_filler)?",แปลว่ายิ่งมีผู้ลี้ภัยที่อิ่มหนำมาก ก็ยิ่งได้ <ความพึงพอใจ> (refugee_happiness_filler) มาก?
refugee_tutorial_13,"Exactly. It's simple, isn't it?",ถูกต้อง มันง่ายใช่มั้ย?
refugee_tutorial_14,About <Refugee Happiness> (refugee_happiness),เรื่อง <ความสุขผู้ลี้ภัย> (refugee_happiness)
refugee_tutorial_15,"<Refugee Happiness> (refugee_happiness) is just a <Camp Quality> (refugee_happiness_slot), modified by <Satisfaction> (refugee_happiness_filler).",<ความสุขผู้ลี้ภัย> (refugee_happiness) คือ <คุณภาพค่าย> (refugee_happiness_slot) ที่ปรับด้วย <ความพึงพอใจ> (refugee_happiness_filler)
refugee_tutorial_16,Keep in mind that it can't exceed <Camp Quality> (refugee_happiness_slot). And it falls if your refugees are suffering from a shortage of food or water.,ค่านี้สูงกว่า <คุณภาพค่าย> (refugee_happiness_slot) ไม่ได้ และจะลดเมื่อผู้ลี้ภัยขาดอาหารหรือน้ำ
refugee_tutorial_17,And what's the purpose of this... er.... parameter?,แล้ว... เอ่อ... ค่านี้มีไว้ทำอะไร?
refugee_tutorial_18,"Alas, without sufficient <Refugee Happiness> (refugee_happiness), you can't build something in the camp or attract new refugees!",ถ้า <ความสุขผู้ลี้ภัย> (refugee_happiness) ไม่พอ ก็สร้างของในค่ายหรือรับผู้ลี้ภัยใหม่ไม่ได้!
refugee_tutorial_19,Hmmm... that's a bit inconvenient. But logical. It's hard to argue.,นั่นมันไม่สะดวกเท่าไหร่ แต่มันสมเหตุสมผล มันยากที่จะโต้แย้ง
refugee_tutorial_20,About <food> and <water> (refugee_water),เกี่ยวกับ <อาหาร> และ <น้ํา> (refugee_water)
refugee_tutorial_21,"Our refugees can look after themselves for the bare necessities, but this isn't enough to feel any <Satisfaction> (refugee_happiness_filler).",ผู้ลี้ภัยหาเลี้ยงตัวเองพอรอดได้ แต่ไม่พอให้เกิด <ความพึงพอใจ> (refugee_happiness_filler)
refugee_tutorial_22,"They won't die of starvation, but it won't be enough for <camp development>.",พวกเขาไม่อดตายหรอก แต่ไม่พอสำหรับ <การพัฒนาค่าย>
refugee_tutorial_23,I got you. So how do you suppose I should feed them?,เข้าใจแล้ว แล้วฉันต้องเลี้ยงพวกเขาอย่างไร?
refugee_tutorial_24,"For instance, you could regularly put some <food> and <water> (refugee_water) in the storehouse.",เช่น คอยเติม <อาหาร> กับ <น้ำ> (refugee_water) ในคลังเก็บของเป็นประจำ
refugee_tutorial_25,"And please, watch that the storehouse isn't empty.",แล้วอย่าปล่อยให้คลังว่างล่ะ
refugee_tutorial_26,"One refugee needs just 3 <water> (refugee_water) and 30 <energy> (en) a day. As you see, they aren't gluttonous at all.",ผู้ลี้ภัยหนึ่งคนต้องการ <น้ำ> (refugee_water) แค่ 3 และ <พลังงาน> (en) 30 ต่อวัน เห็นไหม ไม่ได้กินจุเลย
task_dlc_refugees_note_receive,Receive the note the day after Donkey arrives,รับจดหมายวันถัดจากวันที่ลามาถึง
task_dlc_refugees_take_note,Take the note from the contraband box,รับจดหมายจากกล่องของเถื่อน
task_dlc_refugees_city_und_1_1,Make her 5 iron chisels,ทำสิ่วเหล็ก 5 อันให้เธอ
task_dlc_refugees_city_und_1_2,Make her 10 wood wedges,ทำลิ่มไม้ 10 ชิ้นให้เธอ
@refugee_undertaker_2_2,Give the wedges.,มอบลิ่มไม้
refugee_s53_0_1,"If I tell him right now, all the refugees will <depart> very soon.",ถ้าฉันบอกเขาตอนนี้ ผู้ลี้ภัยทุกคนจะ <ออกเดินทาง> อีกไม่นาน
refugee_s53_0_2,Am I sure that I don't have <unfinished business> with them?,ฉันแน่ใจนะว่าฉันไม่มี <ธุระที่ยังไม่เสร็จ> กับพวกเขา?
refugee_s53_0_3,"Yes, Keeper?",มีอะไรหรือ ผู้ดูแลสุสาน?
refugee_s53_1b,Nothing. We'll talk a bit later.,ไม่มีอะไร เราจะคุยกันทีหลัง
refugee_s40_57,Moment of truth. Maybe she's right and she'll win no matter what I do. But can I somehow <foil her plans>?,ถึงเวลาเลือกแล้ว เธออาจพูดถูก ไม่ว่าฉันทำอะไรก็ชนะอยู่ดี แต่พอจะ <ขัดแผนเธอ> ได้บ้างไหม?
refugee_s68_7c,"It's in your best interest to help me, Koukol! Lady Beatrice has plans for <you>.",ช่วยฉันก็เพื่อประโยชน์ของนายเอง คูคอล! เลดี้เบียทริซมีแผนเล่นงาน <นาย>!
souls_s_s1_1,Wow! It's a nice day for a bonus corpse!,โอ้โห! วันนี้ได้ศพแถมด้วยแฮะ!
souls_s_s1_2,Wait... It's still moving?,เดี๋ยว มันยังเคลื่อนไหวอยู่เหรอ
souls_s_s1_3,Maybe the poor fellow died quite recently?,อาจจะคนที่น่าสงสารตายเมื่อไม่นานมานี้?
souls_s_s1_4,I've never sliced up a warm one before...,ไม่เคยผ่าศพอุ่น ๆ มาก่อนเลย...
souls_s_s1_5,Let this body cool off a bit. I'll take care of it later.,ปล่อยให้เย็นลงก่อน ไว้จัดการทีหลัง
souls_s_s1_6,Domlininnpli! Helmmi!,โดมลินินพลิ เฮลมี่
souls_s_s1_7,What? You're alive?,อะไรนะ นายยังมีชีวิตอยู่เหรอ
souls_s_s1_8,"Ok, I'll help you, but stay calm, ok? Otherwise I can't let you up, and...",ได้ จะช่วย แต่ใจเย็นก่อนนะ ไม่งั้นปล่อยให้ลุกไม่ได้ แล้วก็...
souls_s_s1_9,Ok...,โอเค...
souls_s_s1_10,"Whew, good job, fella! Where am I? Is this a <Village>?",เฮ้อ เก่งมากเพื่อน! ที่นี่ที่ไหน? <หมู่บ้าน> หรือ?
souls_s_s1_11,"Yes, but how are you...",ใช่ แต่คุณมา...
souls_s_s1_12,"And I assume you're the <Keeper>, right? And we're in the <Morgue> right now?",นายคงเป็น <ผู้ดูแลสุสาน> สินะ? แล้วตอนนี้เราอยู่ใน <ห้องเก็บศพ>?
souls_s_s1_13,"Yes, how do you...",ใช่ รู้ได้อย่างไร...
souls_s_s1_14,There's no time for all the yackety-yack.,ไม่มีเวลาคุยจ้อแล้ว
souls_s_s1_15,My name is Euric and that must be enough for now. I am in trouble. I bought a <Keeper's Book> from a creepy man with a scar.,ฉันชื่อยูริก รู้แค่นี้พอก่อน มีปัญหาอยู่น่ะ ซื้อ <หนังสือผู้ดูแลสุสาน> จากชายมีแผลเป็นท่าทางน่ากลัว
souls_s_s1_16,"According to the book, there's a locked door in the Morgue. I'm expect you're aware.",ในตำราว่ามีประตูล็อกอยู่ในห้องเก็บศพ นายคงรู้สินะ
souls_s_s1_17,Aaaaand... This is the door! Yes!,แล้วก็... ประตูนี้ไง! ใช่เลย!
souls_s_s1_18,"Give me the key, Keeper.",เอากุญแจมา ผู้ดูแลสุสาน
souls_s_s1_19,I don't know what key you want.,ไม่รู้ว่าหมายถึงกุญแจอะไร
souls_s_s1_20,Are you joking or what?,ล้อเล่นหรือไง?
souls_s_s1_21,"No, not kidding. Quite serious.",เปล่า พูดจริง
souls_s_s1_22,And you've no idea what book I now hold in my hands?,ไม่รู้ด้วยว่าตำราที่ฉันถือคืออะไร?
souls_s_s1_23,"Nope, no idea...",ไม่ ไม่รู้เลย
souls_s_s1_24,"Oh, crap... Listen carefully, then. I'll read this bit for you.",บ้าเอ๊ย... ฟังดี ๆ จะอ่านตรงนี้ให้ฟัง
souls_s_s1_25,"""And I glued the <Key> with chewing gum, to the inner side of the <Skull>"".","""ฉันใช้หมากฝรั่งติด <กุญแจ> ไว้ด้านใน <หัวกะโหลก>"""
souls_s_s1_26,I have no idea what skull it might be. Or where it is...,ไม่รู้หรอกว่าหัวกะโหลกไหน หรืออยู่ที่ไหน...
souls_s_s1_27,"For of course, I am no <Keeper>! It falls to you. Find and bring me the <Key>.",ก็ฉันไม่ใช่ <ผู้ดูแลสุสาน> นี่! งานนายแล้ว หา <กุญแจ> มาให้ฉัน
souls_s_s1_28,And what happens when I do?,แล้วพอหาได้จะเป็นอย่างไร?
souls_s_s1_29,"Oh, you worry about the <Key>. Meanwhile, I'll look for a keyhole.",นายจัดการเรื่อง <กุญแจ> ไป ฉันจะหารูกุญแจ
task_dlc_souls_s1,Get the key from Gerry.,เอากุญแจจากเจอร์รี
@souls_s_s2_ask,Try to explain the situation...,พยายามอธิบายสถานการณ์...
souls_s_s2_1,It might be better not to mention anything about the key that's stuck inside his... his head...,มันอาจจะดีกว่าที่จะไม่กล่าวถึงอะไรเกี่ยวกับกุญแจ ที่ติดอยู่ในหัวของเขา ...
souls_s_s2_2,Just look at that face. What are you up to?,ดูทำหน้าเข้า กำลังคิดทำอะไรอยู่?
souls_s_s2_3,"Oh, nothing, I was just thinking about something...",โอ้ ไม่มีอะไร ฉันแค่คิดถึงบางอย่าง...
souls_s_s2_4,"I've never seen you doing any of that before, haha!",ไม่เคยเห็นแกคิดอะไรกับเขาเป็นด้วย ฮ่า ๆ!
souls_s_s2_5,"Never mind, just kidding.",เอาน่า ล้อเล่น
souls_s_s2_6,"So, what's on your mind?",แล้วคิดอะไรอยู่ล่ะ?
souls_s_s2_7,"Well, I just was just thinking you might enjoy a little cleaning!",ก็คิดว่า นายอาจอยากทำความสะอาดตัวหน่อย!
souls_s_s2_8,What?,อะไร?
souls_s_s2_9,I mean you must have been buried in the ground a long time.,ผมหมายถึง คุณคงถูกฝังอยู่ในดินมานานแล้ว
souls_s_s2_10,"And now you sit here all day, among the dust and the dead bodies.",และตอนนี้คุณนั่งอยู่ที่นี่ทั้งวัน กลางฝุ่นและศพ
souls_s_s2_11,What if we freshened you up a little?,ถ้าเราทําให้คุณสดชื่นบ้างล่ะ?
souls_s_s2_12,"We'll have you smelling real nice, with hints of beer.",ให้กลิ่นหอม ๆ เจือกลิ่นเบียร์นิดหน่อย
souls_s_s2_13,Sard! I never thought of that before.,บ้าเอ๊ย! ข้าไม่เคยคิดเรื่องนี้เลย
souls_s_s2_14,"You're a real bright star, haha!",หัวใสจริงนะเจ้าเด็กนี่ ฮ่า ๆ!
souls_s_s2_15,I'm in!,เอาด้วย!
task_dlc_souls_s2,Bring a mug of beer and some river sand.,นำเบียร์หนึ่งแก้วกับทรายแม่น้ำมา
@souls_s_s2_1_ask,Let's start...,เริ่มกันเถอะ
souls_s_s2_1_1,Are you ready to shine as bright as a diamond?,คุณพร้อมจะส่องแสงเหมือนเพชรไหม?
souls_s_s2_1_2,I'll be so cool after I'm all washed.,พอล้างสะอาดแล้วข้าคงดูเท่น่าดู
souls_s_s2_1_3,Should I be afraid someone will want to steal me? Ha!,ต้องกลัวใครมาขโมยข้าหรือเปล่านะ? ฮ่า!
souls_s_s2_1_4,"There's nobody around, Gerry.",ไม่มีใครแถวนี้หรอก เจอร์รี
souls_s_s2_1_5,"You seem a little too fussy today, you know?",วันนี้แกลุกลี้ลุกลนไปหน่อยนะ?
souls_s_s2_1_6,"I don't think so, just a lot of things to do.",ไม่คิดว่านะ มีอะไรต้องทําเยอะมาก
souls_s_s2_1_7,Let's get started.,เริ่มกันเถอะ
souls_s_s2_1_8,Careful around my nasal cavity. It's a little sensitive.,เบามือแถวโพรงจมูกหน่อย มันเสียว
souls_s_s2_1_9,"Anything you say, Gerry.",ได้เลย เจอร์รี
souls_s_s2_1_10,He he he!,ฮีฮีฮี
souls_s_s2_1_11,Ha-hi-ho-ha!,ฮาฮาฮา
souls_s_s2_1_12,Hi-hiiiiii!,ฮีฮี!
souls_s_s2_1_13,"Ah, that was the spot. And what a smell! Mmm.",อา ตรงนั้นแหละ แล้วกลิ่นนี่! อืม...
souls_s_s2_1_14,"I must say, you have soft hands! Thank you!",มือนุ่มไม่เบาเลยนะ ขอบใจ!
souls_s_s2_1_15,Enjoy your cleanliness!,สะอาดแล้ว สบายตัวเลยสิ!
task_dlc_souls_s2_1,Bring the key to Euric.,นำกุญแจไปให้ยูริก
souls_s_s3_1,Finally! I was just about to take a nap.,ในที่สุด ฉันกําลังจะนอนหลับ
souls_s_s3_2,I needed some time to find this <Key>.,หา <กุญแจ> นี่ก็ต้องใช้เวลาหน่อย
souls_s_s3_3,"Quickly, give it to me!",เร็วๆ เอามาให้ฉัน
souls_s_s3_4,So did you find the keyhole or whatever?,แล้วเจอรูกุญแจหรืออะไรนั่นหรือยัง?
souls_s_s3_5,Certainly! That part was child's play.,แน่นอน! เรื่องนั้นง่ายจะตาย
souls_s_s3_6,"Oh my, what a mess! What happened here?",โอ้วววว มันยุ่งเหยิงจัง เกิดอะไรขึ้นที่นี่
souls_s_s3_7,All the workbenches... They're totally broken!,โต๊ะงานทั้งหมด... พังหมดเลย!
souls_s_s3_8,Just a bunch of broken beer and wine bottles...,มีแต่เศษขวดเบียร์กับขวดไวน์เต็มไปหมด...
souls_s_s3_9,What should I do now?,ตอนนี้ฉันควรจะทํายังไง
souls_s_s3_10,"Seriously, what happened here?",จริง ๆ แล้ว เกิดอะไรขึ้นที่นี่?
souls_s_s3_11,"Well, we're here now. Maybe you can finally tell me what's going on?",ตอนนี้เราอยู่ที่นี่แล้ว บางทีคุณอาจบอกผมได้ ว่าเกิดอะไรขึ้น
souls_s_s3_12,It seems I have little choice...,ดูเหมือนไม่มีทางเลือกนัก...
